,App_Names,Reviews,Size,Price,Last Updated,Minimum Android Version,install,Content,som_clut,Final_clust
515,Quit Tracker: Stop Smoking,57700,4.7,0.0,35,4.0,1000000,0,3,1
516,Stop Smoking - EasyQuit free,55808,4.4,0.0,34,4.0,1000000,0,4,1
517,Fap Watch: Quit your fap addiction,492,4.0,0.0,38,4.0,50000,0,9,1
518,Fat Burning Workouts - Lose Weight Home Workout,5984,10.0,0.0,35,4.0,1000000,0,3,1
519,Bodyweight Workout,20341,2.5,0.0,32,4.0,1000000,0,14,1
520,Start Running. Couch to 5K Run Tracker,7393,3.4,0.0,32,4.0,500000,0,14,1
521,Samsung Health,667452,79.0,0.0,33,5.0,500000000,0,24,1
522,Thermo - Smart Fever Management,220,22.0,0.0,39,4.0,50000,0,10,1
523,Timer Plus - Workouts Timer,1152,16.0,0.0,38,4.0,100000,0,9,1
524,Back pain exercises,203,45.0,0.0,33,4.0,10000,0,6,1
525,?? ???,285,3.7,0.0,34,4.0,50000,0,4,1
526,home workout exercise and yoga,112,48.0,0.0,35,5.0,1000,0,39,1
527,MENSTRUATION  REMEDIES and PERIOD TRACKER,3,4.6,0.0,38,4.0,100,0,9,1
528,Virgin Active,922,58.0,0.0,34,5.0,100000,0,40,1
529,Bodybuilding.com Store,2406,19.0,0.0,37,4.0,500000,0,1,1
530,Sleep Time : Sleep Cycle Smart Alarm Clock Tracker,31161,36.0,0.0,50,4.0,1000000,0,34,3
531,Heart Rate Plus - Pulse & Heart Rate Monitor,15942,25.270662905500703,0.0,33,4.142857142857143,1000000,0,13,1
532,LifeCoin - Rewards for Walking & Step Counting,486,47.0,0.0,41,5.0,10000,0,47,1
533,Runtastic Heart Rate Monitor & Pulse Checker,148695,25.270662905500703,0.0,41,4.142857142857143,5000000,0,18,1
534,Cardiograph - Heart Rate Meter,200924,25.270662905500703,0.0,47,4.142857142857143,10000000,0,35,3
535,Accurate Heart Rate Monitor,3287,2.2,0.0,34,5.0,100000,0,48,1
536,NutriBullet Balance,94,74.0,0.0,34,5.0,10000,0,40,1
537,HASfit Home Workout Routines & Fitness Plans,2441,21.0,0.0,34,4.0,100000,0,4,1
538,Nourish Perfect Portions,9,4.6,0.0,50,4.0,1000,0,34,3
539,BMI Calculator,54135,2.4,0.0,32,4.0,1000000,0,14,1
540,Balance Health,571,6.8,0.0,32,4.0,10000,0,14,1
541,FITINDEX,128,25.270662905500703,0.0,33,4.0,10000,0,6,1
542,Round the Bays,15,33.0,0.0,46,2.0,1000,0,25,3
543,Del amor y otros demonios libro,3,19.0,0.0,35,6.0,1000,0,64,1
544,Home Workout - No Equipment,281,25.0,0.0,37,4.0,10000,0,11,1
545,Wellie,42,81.0,0.0,38,4.0,10000,0,20,1
546,Boxing Interval Timer,6629,25.270662905500703,0.0,36,4.142857142857143,500000,0,2,1
547,SmartWOD Timer - WOD timer for Cross Training,822,15.0,0.0,33,4.0,100000,0,5,1
548,LES MILLS On Demand,652,16.0,0.0,33,4.0,10000,0,5,1
549,30 Day Fitness Challenge : Fitness Workout at Gym,529,9.2,0.0,33,4.0,100000,0,5,1
550,Meditation Music for Sleep & Relaxing Mind - Body,187,7.9,0.0,35,4.0,10000,0,3,1
551,Serenity: Guided Meditation & Mindfulness,1300,83.0,0.0,32,4.0,50000,0,7,1
552,Mood Log,1052,5.1,0.0,44,4.0,10000,0,27,1
553,Am I Pregnant?(Pregnancy test),483,7.7,0.0,35,4.0,100000,0,3,1
554,Reverie: 30 day meditation Challenge,15,36.0,0.0,35,4.0,1000,0,12,1
555,iFasting - Simple Intermittent Fasting Tracker,2425,11.0,0.0,33,4.0,100000,0,5,1
556,LIFE Fasting Tracker,938,78.0,0.0,33,6.0,50000,0,64,1
557,Intermittent Fasting,15,12.0,0.0,34,4.0,10000,0,4,1
558,Zero Calories - fasting tracker for weight loss,4724,11.0,0.0,33,4.0,100000,0,5,1
559,Ketogenic Diet Low carb recipes for Weight Loss,24,10.0,0.0,36,4.0,1000,0,2,1
560,From Seed to Spoon Vegetable & Fruit Grow Guides,288,53.0,0.0,33,4.0,50000,0,6,1
561,Vacunas,6,7.2,0.0,34,4.0,500,0,4,1
562,MiPrescripcion,7,16.0,0.0,39,4.0,100,0,10,1
563,ASISA,1861,27.0,0.0,33,4.0,100000,0,6,1
564,Pure Madrid (Alertas de Contaminaciï¿½n),422,3.2,0.0,33,4.0,10000,0,5,1
565,Citas Andalucï¿½a,46,55.0,0.0,39,4.0,10000,0,19,1
566,Dona Sangre Andalucï¿½a,200,4.0,0.0,55,4.0,10000,0,43,3
567,It Works! Live Fit,173,14.0,0.0,34,5.0,10000,0,48,1
568,WebMD Allergy,6116,30.0,0.0,35,4.0,100000,0,12,1
569,WebMD Baby,5514,20.0,0.0,35,4.0,500000,0,3,1
570,Smart Fit Colombia,785,31.0,0.0,33,4.0,100000,0,6,1
571,Sugar Sense - Diabetes App,1313,40.0,0.0,33,4.0,100000,0,6,1
572,Onpoint,1,8.9,0.0,35,5.0,10,0,39,1
573,Legacy StayWell,59,7.9,0.0,35,4.0,10000,0,3,1
574,My Cycles Period and Ovulation,26849,25.270662905500703,0.0,32,4.0,1000000,0,6,1
575,Freeletics Gym,5188,21.0,0.0,35,4.0,500000,0,3,1
576,Freeletics Nutrition,3809,4.8,0.0,33,5.0,500000,0,48,1
577,The Blood Type Dietï¿½,434,5.8,3.99,32,2.0,50000,0,37,4
578,Moon Climbing - MoonBoard,304,44.0,0.0,41,4.0,50000,0,19,1
579,NYU Langone Health,228,26.0,0.0,33,5.0,50000,0,48,1
580,Drink Water Reminder - Hydration and Water Tracker,386,2.2,0.0,33,4.0,10000,0,5,1
581,Blue Light Filter & Night Mode - Night Shift Pro,1044,2.7,1.49,34,4.0,5000,0,30,1
582,Anytime Workouts,197,20.0,0.0,33,4.0,100000,0,5,1
583,LFconnect ï¿½ Workout Tracking,5302,28.0,0.0,33,4.0,500000,0,6,1
584,Nadura,2,36.0,0.0,34,4.0,100,0,12,1
585,mySymptoms Food Diary & Symptom Tracker (Lite),1378,15.0,0.0,34,4.0,100000,0,4,1
586,Fast Tract Diet,43,2.4,7.99,40,4.0,5000,0,45,4
587,Poocount - Toilet Journal,8,5.3,1.99,33,5.0,100,0,46,4
588,Tarjeton Digital,287,8.3,0.0,34,4.0,10000,0,4,1
589,Kegel Trainer - Exercises,28718,8.3,0.0,33,4.0,500000,0,5,1
590,Kegel Exercises,2531,3.0,0.0,34,4.0,50000,0,4,1
591,Century Hospital,20,2.7,0.0,36,4.0,1000,0,2,1
592,"Fruits Benefit in Urdu, Phalon kay Faide",46,17.0,0.0,38,4.0,10000,0,9,1
593,Smart B-Trainer,521,51.0,0.0,38,4.0,50000,0,11,1
594,Tricep Workout For Men,16,7.5,0.0,40,4.0,5000,0,10,1
595,Weight Loss Workout at Home-Lose Weight in 30 Days,1,4.7,0.0,35,4.0,10,0,3,1
596,Bar Method,72,8.3,0.0,36,4.0,10000,0,2,1
597,Orangetheory Fitness Booking,1006,8.1,0.0,36,4.0,100000,0,2,1
598,F45 Training Glofox,51,11.0,0.0,34,4.0,10000,0,4,1
599,Burn Boot Camp,35,7.5,0.0,35,4.0,10000,0,3,1
600,Yes.Fit,651,31.0,0.0,33,4.0,50000,0,6,1
601,YogaWorks,33,8.0,0.0,41,4.0,10000,0,18,1
602,Pure Barre,192,7.9,0.0,35,4.0,50000,0,3,1
603,Abs Workout - lose belly fat & build ab,19783,7.2,0.0,32,4.0,1000000,0,14,1
604,Die 28 Dae Eetplan,1,11.0,0.99,45,4.0,500,0,44,1
605,TrainingPeaks,13252,31.0,0.0,33,4.0,500000,0,6,1
606,First Aid For Cyclists,167,2.0,0.0,65,2.0,10000,0,41,3
607,First Aid for all Emergency,189,6.9,0.0,37,4.0,50000,0,1,1
608,Moshi Twilight Sleep Stories: Calm Bedtime App,965,52.0,0.0,32,5.0,100000,0,40,1
609,Dog Symptom,7,2.9,0.0,42,5.0,1000,0,47,1
610,Remedios Caseros,67,11.0,0.0,32,4.0,10000,0,14,1
611,Relaxing Music for Stress - Anxiety Relief & Sleep,436,7.9,0.0,35,4.0,100000,0,3,1
612,Urban fit,209,17.0,0.0,33,4.0,10000,0,5,1
613,WellTrack - Interactive Self-Help Therapy,42,45.0,0.0,33,4.0,5000,0,6,1
614,"Omvana: Meditation, Yoga Sleep",4503,34.0,0.0,74,4.0,100000,1,59,3
615,eMoods Bipolar Mood Tracker,3825,25.270662905500703,0.0,34,4.142857142857143,100000,0,13,1
616,Sleep+ music for sweet dreams,7,8.3,1.49,33,4.0,50,0,30,1
617,"UP! - Depression, Bipolar & Borderline Management",908,14.0,0.0,35,5.0,10000,0,39,1
618,Heart Rate Monitor,28667,4.6,0.0,49,3.0,1000000,0,33,3
619,Heart Rate Monitor,23668,2.3,0.0,55,4.0,1000000,0,43,3
620,BMI Calculator,69,2.1,0.0,35,5.0,1000,0,39,1
621,healow,25633,34.0,0.0,36,4.0,1000000,0,12,1
622,UAB Medicine Wayfinder,16,60.0,0.0,38,4.0,5000,0,20,1
623,ICanCaRe - Online Wellness & Healthcare App,10,9.7,0.0,33,5.0,100,0,48,1
624,PCDT IST,15,5.9,0.0,41,4.0,5000,0,18,1
625,MedSUS,20,25.0,0.0,35,4.0,1000,0,12,1
626,Blood Donors MT,16,51.0,0.0,35,4.0,1000,0,12,1
627,Shepeard Community Blood,3,6.6,0.0,36,4.0,100,0,2,1
628,TBC Now,9,7.9,0.0,37,4.0,1000,0,1,1
629,????? ??????? ????? ????????,79,4.3,0.0,47,2.0,10000,0,25,3
630,Sound Machine: Sleep & Relax,319,37.0,0.0,45,5.0,10000,0,47,1
631,Homemade Beauty Tips,172,4.0,0.0,43,4.0,50000,0,27,1
632,Running Distance Tracker +,96049,25.270662905500703,0.0,34,5.0,1000000,0,39,1
633,Back Pain Relieving Exercises at Home,66,11.0,0.0,33,4.0,10000,0,5,1
634,Home Workout - No Equipment & Meal Planner,46871,10.0,0.0,35,4.0,5000000,0,3,1
635,5 Minute Pilates,7003,7.4,0.0,39,4.0,100000,0,10,1
636,5 Minute Fat Loss,3228,7.9,0.0,39,4.0,50000,0,10,1
637,5 Minute Home Workouts: Exercises for men & women,19327,15.0,0.0,37,4.0,500000,0,1,1
638,5 Minute Ab Workouts,2440,8.3,0.0,39,4.0,50000,0,10,1
639,5 Minute Yoga,10107,7.3,0.0,39,4.0,100000,0,10,1
640,My Challenge Tracker,12197,75.0,0.0,33,4.0,500000,1,62,6
641,21 Day Fixï¿½ Tracker ï¿½ Official,460,11.0,0.0,57,2.0,100000,0,41,3
642,Bodybuilding.com All Access,1046,21.0,0.0,32,4.0,100000,1,62,6
643,Omnilife My Omnibusiness,1834,4.1,0.0,33,4.0,100000,0,5,1
644,Chest Workouts for Men - Big Chest In 30 Days,542,9.3,0.0,34,4.0,100000,0,4,1
645,Triceps Workout Exercises,48,16.0,0.0,35,4.0,10000,0,3,1
646,Pilates Anytime Yoga Fitness Workouts at Home,24,6.5,0.0,37,4.0,5000,0,1,1
647,Progressive Muscle Relaxation - PMR Pro - English,8,53.0,5.99,36,4.0,100,0,45,4
648,Height Increase Workout [Smart Height],479,6.8,0.0,35,5.0,100000,0,39,1
649,Plank Workout - 30 Days Plank Challenge Free,8587,10.0,0.0,34,4.0,500000,0,4,1
650,Progression Body & Weight Log,132,2.5,0.0,38,4.0,10000,0,9,1
651,Navy PFA Calc,168,1.5,0.99,33,4.0,5000,0,30,1
652,Fitness Calc-Coast Guard,71,2.2,0.0,36,4.0,10000,0,2,1
653,Sleepy - Sleep Cycles,3193,9.9,0.0,34,4.0,100000,0,4,1
654,7 Days Apple Cider Vinegar Weight Loss Diet Plan,22,7.7,0.0,41,4.0,10000,0,18,1
655,MedSUS,1097,22.0,0.0,36,4.0,50000,0,2,1
656,e-SUS AB Territï¿½rio,249,12.0,0.0,39,4.0,10000,0,10,1
657,Best Chest Exercises,102,16.0,0.0,35,4.0,10000,0,3,1
658,Legs Workout Exercises,46,19.0,0.0,35,4.0,10000,0,3,1
659,Back Workout Exercises,64,17.0,0.0,35,4.0,10000,0,3,1
660,Biceps Workout Exercises,47,17.0,0.0,35,4.0,10000,0,3,1
661,Open Food Facts - Scan food. Get the Nutriscore,1723,25.270662905500703,0.0,38,4.142857142857143,500000,0,11,1
662,NS Classic Version,10,19.0,0.0,38,4.0,1000,0,9,1
663,The Secret of Weight,15467,25.270662905500703,0.0,34,4.142857142857143,1000000,0,13,1
664,"Weight Loss Workout for Men, Lose Weight - 30 Days",2714,7.4,0.0,33,4.0,500000,0,5,1
665,100 Pull-Ups - Ultimate Workout,13007,6.0,0.0,33,4.0,500000,0,5,1
666,Plank Workout - 30 Day Challenge for Weight Loss,894,8.6,0.0,37,4.0,50000,0,1,1
667,Flexibility Training & Stretching Exercise at Home,12664,23.0,0.0,33,4.0,1000000,0,5,1
668,KROWN FITNESS,10,43.0,0.0,33,4.0,500,0,6,1
669,Activa Club,113,29.0,0.0,33,4.0,10000,0,6,1
670,Metropolitan Training,13,23.0,0.0,33,4.0,5000,0,5,1
671,Fitoterapia Chinesa e Brasileira,6,13.0,3.99,43,5.0,100,0,37,4
672,Workout timer : Crossfit WODs & TABATA,1310,6.5,0.0,33,5.0,50000,0,48,1
673,Kettlebell,6654,24.0,0.0,41,4.0,100000,0,18,1
674,SmartWOD Workout Generator,176,12.0,0.0,34,4.0,10000,0,4,1
675,Trainerize,748,83.0,0.0,34,5.0,100000,0,40,1
676,i-gotU Life,2040,22.0,0.0,33,4.0,100000,0,5,1
677,?????-???? ??????? ? ??????? ? ????? ???????,226,52.0,0.0,33,4.0,10000,0,6,1
678,BMI Calculator - Weight Loss & BMR Calculator,1359,10.0,0.0,32,4.0,100000,0,14,1
679,Alimente-se - Dieta e Nutriï¿½ï¿½o com Saï¿½de,4862,12.0,0.0,34,5.0,100000,0,48,1
680,Boxing Round Interval Timer,17224,8.2,0.0,34,4.0,500000,0,4,1
681,Health Tips 1000,78,3.8,0.0,38,2.0,10000,0,25,3
682,12 Daily Workout,2,3.5,0.0,60,3.0,100,0,42,3
683,Secret steps,1,1.5,0.0,37,4.0,10,0,1,1
684,Select PT for Patients,1,26.0,0.0,47,4.0,100,0,35,3
685,NovaCare for Patients,2,26.0,0.0,47,4.0,100,0,35,3
686,Elvasense,10,14.0,0.0,34,4.0,1000,0,4,1
687,Gmateï¿½ ON,52,9.7,0.0,33,4.0,5000,0,5,1
688,Gmateï¿½ Healthcare,40,30.0,0.0,33,4.0,5000,0,6,1
689,Rightest CARE,78,16.0,0.0,32,5.0,5000,0,48,1
690,??????? ????????,44,4.7,0.0,56,2.0,5000,0,41,3
691,Maryland Health Connection,524,44.0,0.0,34,4.0,100000,0,12,1
692,Religare Health - Customer App,242,8.0,0.0,33,4.0,10000,0,5,1
693,14 Day Diet Plan- lose belly fat in 2 weeks,13,10.0,0.0,38,4.0,10000,0,9,1
694,The Loft Nail Bar,1,20.0,0.0,37,4.0,10,0,1,1
695,Yoga for Beginners | Workouts for the mind & body!,760,20.0,0.0,34,4.0,50000,0,4,1
696,Daily Ab Workout - Core & Abs Fitness Exercises,45221,9.9,0.0,38,4.0,10000000,0,9,1
697,Basic-Fit Online,13974,25.0,0.0,32,4.0,500000,0,6,1
698,Suspension Workouts by Fitify,4075,22.0,0.0,39,4.0,100000,0,10,1
699,?????? ?i?,222,27.0,0.0,77,2.0,10000,0,49,3
700,Dr. Greger's Daily Dozen,4668,15.0,0.0,47,4.0,100000,0,35,3
701,Calorie Counter - Fddb Extender,19203,13.0,0.0,33,4.0,500000,0,5,1
702,DietBet - Weight Loss Games,7546,12.0,0.0,33,4.0,100000,0,5,1
703,Glister Smart,69,20.0,0.0,34,4.0,1000,0,4,1
704,OM Mantra Chanting,107,4.5,0.0,35,4.0,10000,0,3,1
705,Lympo - Walk. Run. Earn.,840,24.0,0.0,33,5.0,50000,0,48,1
706,One North Run,13,51.0,0.0,36,5.0,50,0,39,1
707,????? ??????? ???????,12,3.9,0.0,40,4.0,1000,0,10,1
708,Meditation Guide,4,6.4,0.0,39,4.0,1000,0,10,1
709,"Home Workout : No Equipment - Hips, Legs Workout",6,9.5,0.0,38,4.0,1000,0,9,1
710,BriovaRx,17,1.1,0.0,39,5.0,10000,0,47,1
711,myCDH,185,5.1,0.0,46,5.0,10000,0,47,1
712,Protect yourself from the narcissist,3,29.0,0.0,40,4.0,1000,0,10,1
713,Your Texas Benefits,22339,34.0,0.0,36,5.0,1000000,0,39,1
714,Chakras Cleansing Pro,31,85.0,1.49,42,4.0,100,0,44,1
715,Chakras Meditation PRO,61,96.0,2.99,42,4.0,500,0,37,4
716,Tools & Amazfit,1657,14.0,3.49,33,4.0,10000,0,37,4
717,Wodify,1704,1.6,0.0,61,4.0,100000,0,43,3
718,Zwanger & Baby - Ouders van Nu,324,25.270662905500703,0.0,32,4.142857142857143,50000,0,13,1
719,Yoga Mudras for 300+ Diseases,19,6.0,0.0,47,4.0,1000,0,35,3
720,Yoga Poses for 300+ Diseases,134,3.6,0.0,47,4.0,100000,0,35,3
721,JAIN REFLEXOLOGY,54,11.0,0.0,32,4.0,1000,0,14,1
722,Finger Holding Therapy,5,3.1,0.0,47,4.0,1000,0,35,3
723,Diabetes Nature Cure,3,6.0,0.0,47,4.0,100,0,35,3
724,Top 5 Home Remedies for 300+ Diseases,3,7.4,0.0,47,4.0,100,0,35,3
725,Unimed-BH,2351,29.0,0.0,32,4.0,100000,0,6,1
726,Height Increase Exercise - Workout height increase,7786,12.0,0.0,34,4.0,500000,0,4,1
727,Glofox,403,11.0,0.0,34,4.0,50000,0,4,1
728,Glofox Pro,13,11.0,0.0,33,4.0,1000,0,5,1
729,Skagen Connected,5045,24.0,0.0,34,4.0,100000,0,12,1
730,12Climb,42,23.0,0.0,33,4.0,500,0,5,1
731,Baycare Community Application,20,16.0,0.0,35,4.0,5000,0,3,1
732,My+Health,130,12.0,0.0,33,4.0,5000,0,5,1
733,Interval timer with music,3775,17.0,0.0,34,4.0,100000,0,4,1
734,Tabata timer with music,12616,18.0,0.0,34,4.0,100000,0,4,1
735,?????? ??? ???? ?? ????,330,4.6,0.0,34,4.0,100000,0,4,1
736,OneTouch Reveal Plus,24,33.0,0.0,34,4.0,1000,0,12,1
737,Lose Weight Healthily,18360,6.4,0.0,35,4.0,1000000,0,3,1
738,?????? ????? -  Bangla blood group app,1616,4.3,0.0,34,4.0,100000,0,4,1
739,The Power of Your Subconscious Mind -Joseph Murphy,35,4.8,0.0,39,4.0,10000,0,10,1
740,Gym Trainer - Fitness Coach with Workout Diet Plan,1762,4.8,0.0,33,4.0,100000,0,5,1
741,Total Fitness - Gym & Workouts,56810,11.0,0.0,35,4.0,1000000,0,3,1
742,Workout for Women. Female fitness training at home,2182,25.270662905500703,0.0,33,5.0,50000,0,48,1
743,Pro Gym Workout (Gym Workouts & Fitness),37508,42.0,0.0,33,4.0,1000000,0,6,1
744,Fitness Trainer FitProSport,34805,70.0,0.0,33,4.0,1000000,0,7,1
745,"Health Pal - Fitness, Weight loss coach, Pedometer",18185,5.3,0.0,37,4.0,1000000,0,1,1
746,Meditation Songs to Relax,1,22.0,0.0,35,5.0,50,0,39,1
747,Relaxing Piano Songs,9,12.0,0.0,38,4.0,500,0,9,1
748,Meditation & Relaxation Music: Calm Sleep Sounds,27236,61.0,0.0,33,5.0,1000000,0,40,1
749,Interval Trainer PRO,384,3.7,0.0,61,4.0,10000,0,43,3
750,HealthNav,53,33.0,0.0,34,4.0,10000,0,12,1
751,En Yak?n Nï¿½betï¿½i Eczane - Bursa,4,3.1,0.0,38,5.0,50,0,47,1
752,Pedometer,542,1.7,0.0,57,2.0,50000,0,41,3
753,TATTA??RUNNET??GPS?????????,1350,14.0,0.0,38,4.0,10000,0,9,1
754,Disney Magic Timer by Oral-B,35398,94.0,0.0,35,4.0,1000000,0,7,1
755,???? ????? | Ghrcha Vaidya |,8,5.4,0.0,34,4.0,100,0,4,1
756,Step Counter - Pedometer,243,3.0,0.0,43,4.0,10000,0,27,1
757,Female Workout - Get Fit in 8 Weeks,426,76.0,0.0,34,4.0,10000,0,7,1
758,Lasting: Marriage Health App,337,28.0,0.0,32,4.0,100000,0,6,1
759,Kemiluppen,285,14.0,0.0,32,4.0,50000,0,14,1
760,MyAtriumHealth Tracker,22,39.0,0.0,38,5.0,1000,0,47,1
761,Golden MM Health-?????????????????,42,15.0,0.0,36,4.0,10000,0,2,1
762,Vora - Fasting Tracker,2362,11.0,0.0,33,4.0,100000,0,5,1
763,iFasting Pro - Simple Intermittent Fasting Tracker,63,9.5,6.0,34,4.0,500,0,45,4
764,iHabit - Easy to Use Habit Reminder and Tracker,7,11.0,0.0,34,4.0,100,0,4,1
765,Ochre Health,7,10.0,0.0,67,4.0,500,0,50,3
766,Jupiter Health,10,10.0,0.0,78,4.0,1000,0,50,3
767,Activity action tracker,175,8.5,0.0,45,4.0,50000,0,27,1
768,Vivitar Get Fit,196,7.0,0.0,32,4.0,10000,0,14,1
769,Pedometer Plus - Step Counter & Walking Tracker,803,3.7,0.0,39,4.0,50000,0,10,1
770,WeightWar - Weight Loss,20548,6.6,0.0,33,4.0,1000000,0,5,1
771,??,2,19.0,0.0,35,4.0,50,0,3,1
772,Fitness Trainer FitProSport FULL,6553,69.0,0.99,33,4.0,50000,0,30,1
773,eFitnessApp,67,4.6,0.0,33,4.0,10000,0,5,1
774,pregnancy calendar,25,8.2,0.0,41,4.0,10000,0,18,1
775,Squats,6,4.3,0.0,56,5.0,1000,0,43,3
776,HandCare Free Cuida tus manos,3,16.0,0.0,73,2.0,500,0,49,3
777,Lower Blood Pressure,4,165.0,0.0,90,2.0,1000,0,49,3
778,Rally Healthï¿½,40029,30.0,0.0,33,5.0,100000,0,48,1
779,Fit Notifications (for Fitbit),1886,3.9,0.0,39,4.0,100000,0,10,1
780,Activ Health,1419,20.0,0.0,33,5.0,50000,0,48,1
781,Plantas y Frutas Medicinales Gratis,152,11.0,0.0,34,4.0,50000,2,60,6
782,Mejor con Salud - Bienestar y nutriciï¿½n,492,2.4,0.0,35,4.0,50000,2,60,6
783,Women Workout: Home Gym & Cardio,37349,78.0,0.0,40,2.0,1000000,0,25,3
784,Tecnofit,140,22.0,0.0,33,4.0,50000,0,5,1
785,mywellness,4757,25.270662905500703,0.0,33,4.142857142857143,1000000,0,13,1
786,Bodybuilding Exercise - 3D Animation,13,53.0,0.0,39,4.0,500,0,19,1
787,Weight Loss Exercise For Women,4,37.0,0.0,37,4.0,100,0,11,1
788,Screen Light Table Lamp,951,3.5,0.0,34,4.0,100000,0,4,1
789,"Night Light Pro: Blue Light Filter, Night Mode",341,2.8,0.99,35,4.0,50000,0,30,1
790,Achievement - Rewards for Health,8136,8.0,0.0,33,6.0,100000,0,64,1
791,The Screen SG ??,423,29.0,0.0,35,4.0,100000,0,12,1
792,United Concordia Dental Mobile,248,12.0,0.0,36,4.0,50000,0,2,1
793,IDA,106,16.0,0.0,37,4.0,5000,0,1,1
794,Teeth4Life,2,11.0,0.0,33,4.0,100,0,5,1
795,???? ??????? ??????,1538,11.0,0.0,40,4.0,100000,0,10,1
796,?? ???? ???,7897,10.0,0.0,42,4.0,500000,0,18,1
797,Workout for Women | Weight Loss Fitness App by 7M,6336,35.0,0.0,38,4.0,100000,0,11,1
798,Lift Logger,21,4.7,0.0,38,5.0,5000,0,47,1
799,NYRR App,81,22.0,0.0,33,4.0,10000,0,5,1
800,Daily Mudras (Yoga) - for health,6131,27.0,0.0,37,4.0,100000,0,11,1
